F,H,X_1,X_2,X_3
27DEC2014:00:00:00,9,0.85,14,s/d
27DEC2014:00:00:00,10,0.85,13,s/d
08JAN2015:00:00:00,21,0.71,7,29
27NOV2014:00:00:00,16,0.53,16,41
27NOV2014:00:00:00,24,0.65,15,35
28NOV2014:00:00:00,6,0.41,13,25
11DEC2014:00:00:00,14,0.46,15,s/d
12DEC2014:00:00:00,6,0.35,9,s/d
12DEC2014:00:00:00,9,0.39,12,s/d
27DEC2014:00:00:00,18,0.75,28,s/d
28DEC2014:00:00:00,11,0.86,5,s/d
13NOV2014:00:00:00,14,0.56,13,23
13NOV2014:00:00:00,24,0.71,16,26
28NOV2014:00:00:00,16,0.48,12,20
12DEC2014:00:00:00,21,0.47,26,s/d
12DEC2014:00:00:00,23,0.5,21,s/d
13DEC2014:00:00:00,1,0.51,15,s/d
13DEC2014:00:00:00,4,0.5,12,s/d
13DEC2014:00:00:00,7,0.43,12,s/d
28DEC2014:00:00:00,17,0.71,13,s/d
29DEC2014:00:00:00,5,0.83,7,s/d
14NOV2014:00:00:00,24,0.81,19,29
13DEC2014:00:00:00,24,0.46,9,s/d
14DEC2014:00:00:00,5,0.35,8,s/d
15NOV2014:00:00:00,13,0.58,17,33
15NOV2014:00:00:00,23,0.73,29,41
15NOV2014:00:00:00,24,0.83,30,42
16NOV2014:00:00:00,3,0.93,12,47
16NOV2014:00:00:00,10,0.5,6,46
29NOV2014:00:00:00,18,0.7,18,27
29NOV2014:00:00:00,19,0.71,11,30
30NOV2014:00:00:00,10,0.35,5,29
14DEC2014:00:00:00,18,0.24,5,s/d
14DEC2014:00:00:00,19,0.24,6,s/d
15DEC2014:00:00:00,12,s/d,8,s/d
29DEC2014:00:00:00,18,0.78,13,s/d
29DEC2014:00:00:00,21,0.76,24,s/d
30DEC2014:00:00:00,12,0.85,23,s/d
30NOV2014:00:00:00,22,0.4,7,13
30NOV2014:00:00:00,24,0.38,5,13
01DEC2014:00:00:00,7,0.24,8,15
01DEC2014:00:00:00,11,0.34,9,18
15DEC2014:00:00:00,24,0.43,10,s/d
16DEC2014:00:00:00,7,0.31,9,s/d
16DEC2014:00:00:00,20,0.53,18,s/d
16DEC2014:00:00:00,23,0.54,19,s/d
16DEC2014:00:00:00,24,0.51,16,s/d
17DEC2014:00:00:00,5,0.46,18,s/d
31DEC2014:00:00:00,15,0.46,10,20
31DEC2014:00:00:00,24,0.43,15,23
01JAN2015:00:00:00,1,0.53,17,26
03DEC2014:00:00:00,5,0.83,20,35
03DEC2014:00:00:00,6,0.76,18,35
03DEC2014:00:00:00,11,0.55,s/d,35
17DEC2014:00:00:00,23,0.4,23,s/d
17DEC2014:00:00:00,24,0.39,27,s/d
18DEC2014:00:00:00,4,0.36,16,s/d
18DEC2014:00:00:00,7,0.43,23,s/d
01JAN2015:00:00:00,15,0.51,8,41
01JAN2015:00:00:00,19,0.49,10,40
01JAN2015:00:00:00,22,0.49,11,40
01JAN2015:00:00:00,23,0.49,10,40
02JAN2015:00:00:00,10,0.43,9,18
02JAN2015:00:00:00,12,0.44,10,19
19NOV2014:00:00:00,1,0.7,9,33
03DEC2014:00:00:00,20,s/d,36,36
18DEC2014:00:00:00,23,0.44,23,s/d
19DEC2014:00:00:00,11,0.36,s/d,s/d
13MAY2015:00:00:00,6,0.44,7,22
13MAY2015:00:00:00,19,0.55,23,21
13MAY2015:00:00:00,20,0.6,24,21
13MAY2015:00:00:00,21,0.66,25,21
13MAY2015:00:00:00,24,0.78,17,22
14MAY2015:00:00:00,9,0.56,17,23
14MAY2015:00:00:00,12,0.63,14,23
28MAY2015:00:00:00,9,0.85,34,31
28MAY2015:00:00:00,12,0.94,19,30
28MAY2015:00:00:00,22,0.54,24,31
29MAY2015:00:00:00,5,0.33,10,29
29MAY2015:00:00:00,6,0.28,13,29
29MAY2015:00:00:00,8,0.26,23,27
10JUN2015:00:00:00,19,0.58,25,26
10JUN2015:00:00:00,20,0.66,27,26
11JUN2015:00:00:00,3,0.85,16,31
11JUN2015:00:00:00,10,0.54,20,33
11JUN2015:00:00:00,14,0.51,12,34
12JUN2015:00:00:00,10,0.81,s/d,37
25JUN2015:00:00:00,12,0.36,17,25
25JUN2015:00:00:00,2,0.4,21,27
25JUN2015:00:00:00,3,0.33,10,27
26JUN2015:00:00:00,9,0.53,24,23
26JUN2015:00:00:00,12,0.7,15,24
14MAY2015:00:00:00,21,0.83,27,25
14MAY2015:00:00:00,23,0.91,26,25
15MAY2015:00:00:00,2,0.98,20,27
29MAY2015:00:00:00,19,0.58,24,20
29MAY2015:00:00:00,21,0.79,28,21
13JUN2015:00:00:00,8,0.49,25,35
26JUN2015:00:00:00,22,1.05,27,27
16MAY2015:00:00:00,3,1.2,17,38
16MAY2015:00:00:00,4,1.18,14,38
14JUN2015:00:00:00,4,0.68,9,26
14JUN2015:00:00:00,6,0.55,15,26
14JUN2015:00:00:00,7,0.46,17,26
27JUN2015:00:00:00,24,0.91,21,26
28JUN2015:00:00:00,3,0.89,16,27
28JUN2015:00:00:00,4,0.83,14,27
08NOV2016:00:00:00,20,0.49,15,25
09NOV2016:00:00:00,1,0.53,9,25
09NOV2016:00:00:00,5,0.46,14,26
24NOV2016:00:00:00,14,s/d,7,s/d
25NOV2016:00:00:00,11,0.64,7,25
09DEC2016:00:00:00,3,s/d,s/d,s/d
25OCT2016:00:00:00,23,0.51,12,17
26OCT2016:00:00:00,8,0.56,16,16
26OCT2016:00:00:00,10,0.7,17,17
10NOV2016:00:00:00,9,0.54,20,32
25NOV2016:00:00:00,15,0.76,8,26
25NOV2016:00:00:00,16,0.78,8,26
25NOV2016:00:00:00,18,0.76,9,26
09DEC2016:00:00:00,17,s/d,s/d,s/d
10DEC2016:00:00:00,6,s/d,s/d,s/d
10DEC2016:00:00:00,9,s/d,s/d,s/d
26OCT2016:00:00:00,15,0.86,15,16
27OCT2016:00:00:00,3,0.43,4,20
27OCT2016:00:00:00,4,0.39,4,21
27OCT2016:00:00:00,6,0.35,7,22
11NOV2016:00:00:00,1,0.51,6,41
11NOV2016:00:00:00,9,0.4,14,38
26NOV2016:00:00:00,14,s/d,s/d,s/d
26NOV2016:00:00:00,18,s/d,s/d,s/d
26NOV2016:00:00:00,21,s/d,s/d,s/d
27OCT2016:00:00:00,14,0.49,s/d,24
27OCT2016:00:00:00,23,0.31,12,28
28OCT2016:00:00:00,3,0.24,5,33
28OCT2016:00:00:00,5,0.2,9,33
28OCT2016:00:00:00,9,0.28,16,39
28OCT2016:00:00:00,10,0.31,12,39
11NOV2016:00:00:00,13,0.46,11,36
11NOV2016:00:00:00,16,0.44,10,30
12NOV2016:00:00:00,7,0.56,13,21
12NOV2016:00:00:00,12,0.49,11,22
26NOV2016:00:00:00,24,s/d,s/d,s/d
27NOV2016:00:00:00,4,s/d,s/d,s/d
27NOV2016:00:00:00,10,s/d,s/d,s/d
27NOV2016:00:00:00,11,s/d,s/d,s/d
13DEC2016:00:00:00,11,s/d,s/d,s/d
12DEC2016:00:00:00,19,s/d,s/d,s/d
12DEC2016:00:00:00,24,s/d,s/d,s/d
13DEC2016:00:00:00,2,s/d,s/d,s/d
29OCT2016:00:00:00,6,0.4,11,41
13NOV2016:00:00:00,12,s/d,s/d,s/d
27NOV2016:00:00:00,21,s/d,s/d,s/d
28NOV2016:00:00:00,2,s/d,s/d,s/d
28NOV2016:00:00:00,5,s/d,s/d,s/d
28NOV2016:00:00:00,6,s/d,s/d,s/d
12DEC2016:00:00:00,9,s/d,s/d,s/d
29OCT2016:00:00:00,13,0.34,7,31
13NOV2016:00:00:00,15,s/d,s/d,s/d
13NOV2016:00:00:00,17,s/d,s/d,s/d
13NOV2016:00:00:00,20,s/d,s/d,s/d
14NOV2016:00:00:00,1,s/d,s/d,s/d
14NOV2016:00:00:00,8,s/d,s/d,s/d
29NOV2016:00:00:00,1,s/d,s/d,s/d
29NOV2016:00:00:00,5,s/d,s/d,s/d
29NOV2016:00:00:00,6,s/d,s/d,s/d
30OCT2016:00:00:00,13,0.33,14,21
30OCT2016:00:00:00,24,0.45,19,21
31OCT2016:00:00:00,7,0.41,17,22
14NOV2016:00:00:00,14,s/d,16,s/d
15NOV2016:00:00:00,9,0.49,32,22
29NOV2016:00:00:00,15,s/d,s/d,s/d
29NOV2016:00:00:00,18,s/d,7,s/d
30NOV2016:00:00:00,2,0.56,6,s/d
30NOV2016:00:00:00,12,0.51,7,19
16OCT2016:00:00:00,23,s/d,s/d,s/d
17OCT2016:00:00:00,7,s/d,s/d,s/d
17OCT2016:00:00:00,9,s/d,s/d,s/d
31OCT2016:00:00:00,14,0.63,20,27
31OCT2016:00:00:00,15,0.65,20,28
31OCT2016:00:00:00,16,0.65,19,29
31OCT2016:00:00:00,17,0.64,19,30
31OCT2016:00:00:00,20,0.59,22,31
01NOV2016:00:00:00,4,0.76,24,33
01NOV2016:00:00:00,7,0.7,20,33
01DEC2016:00:00:00,2,0.61,5,18
01DEC2016:00:00:00,6,0.49,3,18
17OCT2016:00:00:00,13,s/d,12,s/d
18OCT2016:00:00:00,1,0.25,7,s/d
18OCT2016:00:00:00,2,0.23,5,s/d
18OCT2016:00:00:00,11,0.24,s/d,12
01NOV2016:00:00:00,18,0.63,19,23
02NOV2016:00:00:00,8,s/d,s/d,s/d
16NOV2016:00:00:00,5,0.28,9,37
01DEC2016:00:00:00,22,0.74,10,23
02DEC2016:00:00:00,5,0.83,6,26
02DEC2016:00:00:00,6,0.8,6,27
19OCT2016:00:00:00,3,0.34,8,16
02NOV2016:00:00:00,20,0.36,17,s/d
03NOV2016:00:00:00,5,0.6,15,21
03NOV2016:00:00:00,7,0.45,15,21
03NOV2016:00:00:00,9,0.4,18,20
16NOV2016:00:00:00,15,0.41,7,41
17NOV2016:00:00:00,7,0.54,4,32
17NOV2016:00:00:00,11,0.4,4,29
02DEC2016:00:00:00,17,0.94,12,29
02DEC2016:00:00:00,18,0.9,12,29
02DEC2016:00:00:00,24,1.11,11,31
03DEC2016:00:00:00,9,0.81,9,33
20OCT2016:00:00:00,2,0.36,5,11
20OCT2016:00:00:00,8,0.34,12,13
20OCT2016:00:00:00,12,0.44,13,14
03NOV2016:00:00:00,15,0.54,27,25
18NOV2016:00:00:00,7,0.59,5,23
03DEC2016:00:00:00,13,0.71,8,37
03DEC2016:00:00:00,23,0.61,6,39
04DEC2016:00:00:00,11,0.55,4,32
21OCT2016:00:00:00,5,0.41,11,20
21OCT2016:00:00:00,7,0.43,15,20
19NOV2016:00:00:00,2,0.64,6,22
19NOV2016:00:00:00,10,0.5,5,20
04DEC2016:00:00:00,14,0.54,4,27
05DEC2016:00:00:00,12,0.66,7,23
21OCT2016:00:00:00,16,0.56,21,23
21OCT2016:00:00:00,17,0.55,14,23
21OCT2016:00:00:00,18,0.55,17,23
05NOV2016:00:00:00,10,0.54,20,91
20NOV2016:00:00:00,2,0.69,5,20
20NOV2016:00:00:00,3,0.69,5,20
20NOV2016:00:00:00,4,0.69,5,21
05DEC2016:00:00:00,20,0.81,9,32
05DEC2016:00:00:00,23,0.86,10,32
02JAN2019:00:00:00,6,0.41,9,13
20NOV2018:00:00:00,14,0.49,17,16
20NOV2018:00:00:00,23,0.62,26,19
21NOV2018:00:00:00,3,0.55,9,19
05DEC2018:00:00:00,14,0.57,14,29
05DEC2018:00:00:00,20,0.6,14,28
06DEC2018:00:00:00,7,0.44,7,27
06DEC2018:00:00:00,10,0.47,9,26
22DEC2018:00:00:00,1,0.47,18,23
22DEC2018:00:00:00,8,0.25,10,20
03JAN2019:00:00:00,23,0.27,25,16
22NOV2018:00:00:00,10,0.49,23,26
22NOV2018:00:00:00,11,0.53,24,25
06DEC2018:00:00:00,20,s/d,13,29
06DEC2018:00:00:00,22,s/d,15,30
06DEC2018:00:00:00,24,s/d,14,31
07DEC2018:00:00:00,4,0.1,14,30
22DEC2018:00:00:00,15,0.31,13,19
22DEC2018:00:00:00,23,0.36,17,15
23DEC2018:00:00:00,8,0.31,10,14
05JAN2019:00:00:00,18,0.23,18,16
06JAN2019:00:00:00,5,0.35,18,14
06JAN2019:00:00:00,9,0.3,10,14
06JAN2019:00:00:00,10,0.29,9,14
06JAN2019:00:00:00,12,0.29,12,12
22NOV2018:00:00:00,14,0.63,18,28
23NOV2018:00:00:00,2,0.33,4,29
23NOV2018:00:00:00,11,0.35,13,31
08DEC2018:00:00:00,4,0.26,17,37
08DEC2018:00:00:00,10,0.11,10,35
23DEC2018:00:00:00,14,0.28,10,14
23DEC2018:00:00:00,24,0.36,29,14
23NOV2018:00:00:00,15,0.47,13,30
23NOV2018:00:00:00,17,0.46,13,29
24NOV2018:00:00:00,6,0.34,9,30
24NOV2018:00:00:00,8,0.33,11,29
08DEC2018:00:00:00,17,0.07,10,29
08DEC2018:00:00:00,21,0.16,41,26
09DEC2018:00:00:00,8,0.18,14,26
09NOV2018:00:00:00,19,0.69,32,32
09NOV2018:00:00:00,21,0.78,42,33
09NOV2018:00:00:00,22,0.81,41,33
09NOV2018:00:00:00,15,0.6,22,31
09NOV2018:00:00:00,17,0.64,27,32
24NOV2018:00:00:00,14,0.4,10,24
25NOV2018:00:00:00,2,0.5,22,22
10DEC2018:00:00:00,9,0.41,31,26
24DEC2018:00:00:00,13,0.33,14,16
25DEC2018:00:00:00,2,0.37,8,15
10NOV2018:00:00:00,13,0.36,12,27
10NOV2018:00:00:00,14,0.38,14,26
10NOV2018:00:00:00,17,0.42,14,21
11NOV2018:00:00:00,11,0.44,10,8
25NOV2018:00:00:00,15,0.42,11,25
25NOV2018:00:00:00,21,0.44,32,24
26NOV2018:00:00:00,2,0.56,20,22
26NOV2018:00:00:00,10,0.46,17,19
10DEC2018:00:00:00,21,0.37,45,26
11DEC2018:00:00:00,9,0.24,31,24
26DEC2018:00:00:00,3,0.31,6,11
26DEC2018:00:00:00,4,0.31,6,11
11NOV2018:00:00:00,19,0.42,14,10
12NOV2018:00:00:00,1,0.46,13,11
12NOV2018:00:00:00,9,0.5,19,12
26NOV2018:00:00:00,15,0.47,15,19
26NOV2018:00:00:00,17,0.45,25,20
26NOV2018:00:00:00,23,0.48,22,21
27NOV2018:00:00:00,12,0.33,14,19
11DEC2018:00:00:00,14,0.38,18,21
11DEC2018:00:00:00,16,0.42,20,20
26DEC2018:00:00:00,22,0.36,21,17
27DEC2018:00:00:00,3,0.35,6,18
27DEC2018:00:00:00,9,0.29,13,19
12NOV2018:00:00:00,14,0.61,14,14
12NOV2018:00:00:00,15,0.59,14,14
13NOV2018:00:00:00,9,0.5,30,14
13NOV2018:00:00:00,12,0.75,27,15
27NOV2018:00:00:00,14,0.37,15,20
27NOV2018:00:00:00,16,0.4,16,20
28NOV2018:00:00:00,2,0.4,7,20
28NOV2018:00:00:00,3,0.37,6,20
28NOV2018:00:00:00,6,0.28,6,20
12DEC2018:00:00:00,3,0.44,13,18
27DEC2018:00:00:00,13,0.45,25,19
13NOV2018:00:00:00,14,0.83,23,15
14NOV2018:00:00:00,9,0.29,17,12
29NOV2018:00:00:00,9,0.52,16,15
13DEC2018:00:00:00,1,0.4,12,19
13DEC2018:00:00:00,2,0.38,9,18
13DEC2018:00:00:00,3,0.36,9,18
18OCT2018:00:00:00,16,0.43,s/d,22
19OCT2018:00:00:00,3,0.27,s/d,24
01NOV2018:00:00:00,18,s/d,19,22
01NOV2018:00:00:00,23,0.35,16,23
02NOV2018:00:00:00,10,0.22,16,23
02NOV2018:00:00:00,13,0.28,15,23
02NOV2018:00:00:00,16,0.35,18,22
03NOV2018:00:00:00,2,0.36,13,20
03NOV2018:00:00:00,4,0.34,9,19
03NOV2018:00:00:00,8,0.33,18,18
03NOV2018:00:00:00,9,0.34,17,17
03NOV2018:00:00:00,10,0.34,14,17
12SEP2018:00:00:00,1,0.58,17,16
12SEP2018:00:00:00,8,0.35,15,15
12SEP2018:00:00:00,9,0.36,18,15
12SEP2018:00:00:00,15,0.5,16,17
13SEP2018:00:00:00,7,0.43,19,21
13SEP2018:00:00:00,9,0.52,26,22
26SEP2018:00:00:00,20,0.33,15,20
27SEP2018:00:00:00,1,0.28,8,21
27SEP2018:00:00:00,9,0.15,14,21
27SEP2018:00:00:00,22,0.33,14,22
27SEP2018:00:00:00,23,0.34,12,21
28SEP2018:00:00:00,1,0.33,7,21
19OCT2018:00:00:00,13,0.35,s/d,27
19OCT2018:00:00:00,23,0.38,s/d,29
20OCT2018:00:00:00,8,0.24,s/d,25
20OCT2018:00:00:00,10,0.25,s/d,23
03NOV2018:00:00:00,14,0.44,14,16
04NOV2018:00:00:00,2,0.66,23,19
04NOV2018:00:00:00,3,0.66,22,20
04NOV2018:00:00:00,5,0.62,25,20
04NOV2018:00:00:00,11,0.38,8,20
04NOV2018:00:00:00,12,0.36,8,20
14SEP2018:00:00:00,4,0.42,7,24
12JUL2013:00:00:00,9,0.56,17,21
12JUL2013:00:00:00,12,0.65,s/d,20
26JUL2013:00:00:00,13,0.48,s/d,26
26JUL2013:00:00:00,15,0.5,20,25
26JUL2013:00:00:00,17,0.47,25,23
26JUL2013:00:00:00,19,0.53,s/d,23
27JUL2013:00:00:00,8,0.36,s/d,21
28JUL2013:00:00:00,4,3.81,s/d,58
28JUL2013:00:00:00,6,4.68,s/d,69
28JUL2013:00:00:00,8,5.14,s/d,83
28JUL2013:00:00:00,10,5.04,s/d,93
14JUN2013:00:00:00,14,0.35,s/d,34
14JUN2013:00:00:00,19,0.35,25,30
15JUN2013:00:00:00,1,0.46,19,25
15JUN2013:00:00:00,8,0.18,15,27
28JUN2013:00:00:00,19,1.34,33,24
28JUN2013:00:00:00,21,1.61,30,30
28JUN2013:00:00:00,22,1.65,30,33
29JUN2013:00:00:00,2,1.58,15,40
29JUN2013:00:00:00,10,0.51,24,45
14JUL2013:00:00:00,3,0.99,12,23
14JUL2013:00:00:00,5,0.8,11,24
29JUL2013:00:00:00,1,0.81,s/d,83
15JUN2013:00:00:00,13,0.24,14,25
16JUN2013:00:00:00,7,0.44,18,24
16JUN2013:00:00:00,8,0.44,20,24
29JUN2013:00:00:00,19,0.55,28,42
30JUN2013:00:00:00,3,1.04,28,31
30JUN2013:00:00:00,7,0.79,21,31
14JUL2013:00:00:00,16,0.5,13,25
14JUL2013:00:00:00,22,0.81,27,26
15JUL2013:00:00:00,3,1,25,27
15JUL2013:00:00:00,7,1.15,27,33
15JUL2013:00:00:00,10,1.56,48,37
15JUL2013:00:00:00,11,1.63,40,38
29JUL2013:00:00:00,9,0.9,s/d,47
16JUN2013:00:00:00,17,0.53,21,25
30JUN2013:00:00:00,17,0.63,23,31
30JUN2013:00:00:00,18,0.7,30,32
01JUL2013:00:00:00,3,0.54,24,32
01JUL2013:00:00:00,9,0.73,35,32
01JUL2013:00:00:00,12,0.84,20,32
20MAY2013:00:00:00,17,0.63,21,22
20MAY2013:00:00:00,18,0.6,24,21
21MAY2013:00:00:00,4,1.03,22,27
21MAY2013:00:00:00,16,0.89,25,35
21MAY2013:00:00:00,22,1.39,35,40
22MAY2013:00:00:00,9,0.69,30,49
22MAY2013:00:00:00,12,0.82,25,48
04JUN2013:00:00:00,16,0.75,23,47
04JUN2013:00:00:00,22,1.86,41,56
04JUN2013:00:00:00,23,2.19,41,59
06JUN2013:00:00:00,8,0.3,23,60
22APR2013:00:00:00,6,0.34,9,23
22APR2013:00:00:00,17,0.49,28,24
23APR2013:00:00:00,8,0.69,21,27
23APR2013:00:00:00,9,0.76,22,28
06MAY2013:00:00:00,5,0.91,18,26
06MAY2013:00:00:00,22,0.46,15,30
07MAY2013:00:00:00,2,0.34,7,28
07MAY2013:00:00:00,5,0.18,8,27
07MAY2013:00:00:00,6,0.15,11,27
07MAY2013:00:00:00,7,0.15,19,27
23MAY2013:00:00:00,5,0.7,4,36
06JUN2013:00:00:00,13,0.6,22,55
06JUN2013:00:00:00,17,s/d,27,45
23APR2013:00:00:00,15,0.87,15,30
23APR2013:00:00:00,24,0.94,18,33
07MAY2013:00:00:00,18,0.54,23,27
07MAY2013:00:00:00,22,0.7,25,29
08MAY2013:00:00:00,1,0.79,18,29
08MAY2013:00:00:00,5,0.61,7,31
08MAY2013:00:00:00,9,0.51,22,31
23MAY2013:00:00:00,19,0.95,27,32
23MAY2013:00:00:00,22,1.35,28,33
24MAY2013:00:00:00,1,1.7,23,37
24MAY2013:00:00:00,6,1.11,20,43
06JUN2013:00:00:00,20,0.87,37,44
06JUN2013:00:00:00,24,0.98,26,34
24APR2013:00:00:00,15,0.56,22,1
24APR2013:00:00:00,17,0.54,24,1
24APR2013:00:00:00,19,0.56,26,1
25APR2013:00:00:00,3,0.63,15,1
08MAY2013:00:00:00,21,0.9,32,35
08MAY2013:00:00:00,24,1.09,21,36
09MAY2013:00:00:00,7,0.38,18,37
09MAY2013:00:00:00,9,0.5,24,37
09MAY2013:00:00:00,10,0.58,24,37
09MAY2013:00:00:00,12,0.7,21,37
24MAY2013:00:00:00,17,0.68,22,45
24MAY2013:00:00:00,23,0.61,19,37
08JUN2013:00:00:00,10,0.78,35,49
08JUN2013:00:00:00,12,0.68,22,50
25APR2013:00:00:00,7,0.5,22,1
25APR2013:00:00:00,10,0.66,29,1
25APR2013:00:00:00,12,0.78,31,1
09MAY2013:00:00:00,18,0.65,27,34
09MAY2013:00:00:00,24,0.96,18,31
25MAY2013:00:00:00,15,0.44,10,24
25MAY2013:00:00:00,20,0.53,24,22
25MAY2013:00:00:00,23,0.6,17,23
26MAY2013:00:00:00,5,0.56,12,22
08JUN2013:00:00:00,19,0.4,25,47
25APR2013:00:00:00,17,0.71,22,35
25APR2013:00:00:00,21,0.83,46,37
25APR2013:00:00:00,23,1.18,48,40
26APR2013:00:00:00,3,1.23,21,43
26APR2013:00:00:00,8,0.83,35,46
26APR2013:00:00:00,11,0.93,29,45
26APR2013:00:00:00,12,0.93,29,45
11MAY2013:00:00:00,7,1,21,40
11MAY2013:00:00:00,10,1.19,30,43
10JUN2013:00:00:00,22,1.48,27,40
11JUN2013:00:00:00,4,1.31,18,47
10JUN2013:00:00:00,17,1.03,31,34
26APR2013:00:00:00,14,0.93,37,45
12MAY2013:00:00:00,1,1.16,23,46
12MAY2013:00:00:00,2,1.33,24,48
12MAY2013:00:00:00,4,1.54,21,52
12MAY2013:00:00:00,10,1.39,26,57
27MAY2013:00:00:00,2,1.49,23,22
27MAY2013:00:00:00,11,1.33,28,27
09JUN2013:00:00:00,17,0.6,23,24
16MAY2015:00:00:00,22,0.65,22,33
16MAY2015:00:00:00,23,0.7,20,32
30MAY2015:00:00:00,17,0.61,23,28
30MAY2015:00:00:00,22,0.83,21,30
31MAY2015:00:00:00,2,0.89,19,32
31MAY2015:00:00:00,3,0.88,18,32
31MAY2015:00:00:00,5,0.85,18,33
14JUN2015:00:00:00,13,0.45,10,23
15JUN2015:00:00:00,4,0.3,11,29
28JUN2015:00:00:00,22,0.35,21,s/d
28JUN2015:00:00:00,23,0.36,18,s/d
17MAY2015:00:00:00,14,0.33,7,25
17MAY2015:00:00:00,15,0.34,9,25
18MAY2015:00:00:00,1,0.89,12,25
18MAY2015:00:00:00,3,0.8,9,24
18MAY2015:00:00:00,11,0.43,16,26
18MAY2015:00:00:00,12,0.45,16,26
02JUL2015:00:00:00,1,0.5,16,21
18MAY2015:00:00:00,20,0.59,28,29
19MAY2015:00:00:00,3,0.51,6,27
01JUN2015:00:00:00,13,0.52,s/d,26
02JUN2015:00:00:00,8,0.3,19,27
02JUN2015:00:00:00,10,0.44,19,27
16JUN2015:00:00:00,15,0.81,22,52
17JUN2015:00:00:00,2,1.15,14,51
29JUN2015:00:00:00,14,1.13,s/d,s/d
30JUN2015:00:00:00,2,0.94,17,s/d
30JUN2015:00:00:00,9,0.64,22,21
02JUN2015:00:00:00,13,0.63,17,26
02JUN2015:00:00:00,14,0.68,14,27
02JUN2015:00:00:00,22,0.65,15,26
03JUN2015:00:00:00,8,0.29,12,24
17JUN2015:00:00:00,13,0.74,19,45
17JUN2015:00:00:00,23,0.53,19,36
18JUN2015:00:00:00,5,0.31,10,36
18JUN2015:00:00:00,8,0.31,23,35
01JUL2015:00:00:00,7,0.44,18,29
01JUL2015:00:00:00,9,0.38,21,28
19MAY2015:00:00:00,24,0.84,19,30
20MAY2015:00:00:00,5,0.53,6,31
20MAY2015:00:00:00,8,0.35,16,31
03JUN2015:00:00:00,21,1.11,31,30
03JUN2015:00:00:00,23,1.31,29,34
04JUN2015:00:00:00,1,1.39,25,39
04JUN2015:00:00:00,7,0.7,29,49
18JUN2015:00:00:00,20,0.61,31,29
18JUN2015:00:00:00,22,0.71,32,30
19JUN2015:00:00:00,1,1.01,37,31
19JUN2015:00:00:00,3,1.21,35,36
19JUN2015:00:00:00,11,1.12,23,45
02JUL2015:00:00:00,15,0.45,10,17
03JUL2015:00:00:00,11,0.6,16,20
03JUL2015:00:00:00,12,0.6,17,20
20MAY2015:00:00:00,14,0.48,14,29
20MAY2015:00:00:00,15,0.49,14,28
20MAY2015:00:00:00,20,0.56,29,28
21MAY2015:00:00:00,11,0.38,18,25
04JUN2015:00:00:00,16,0.55,19,51
05JUN2015:00:00:00,8,0.41,12,34
05JUN2015:00:00:00,10,0.5,13,33
05JUN2015:00:00:00,12,0.63,13,34
19JUN2015:00:00:00,24,0.36,14,37
20JUN2015:00:00:00,1,0.35,13,35
20JUN2015:00:00:00,6,0.16,9,23
21MAY2015:00:00:00,22,0.88,28,27
22MAY2015:00:00:00,1,0.98,19,29
22MAY2015:00:00:00,3,0.85,13,30
22MAY2015:00:00:00,11,0.46,s/d,34
05JUN2015:00:00:00,18,1.01,16,40
05JUN2015:00:00:00,20,1.38,21,41
07MAY2015:00:00:00,24,0.59,25,27
08MAY2015:00:00:00,23,0.8,25,23
09MAY2015:00:00:00,2,0.88,20,24
09MAY2015:00:00:00,5,0.83,17,25
09MAY2015:00:00:00,7,0.88,16,27
22MAY2015:00:00:00,19,0.68,25,37
22MAY2015:00:00:00,20,0.78,27,36
23MAY2015:00:00:00,3,0.69,11,34
23MAY2015:00:00:00,8,0.39,10,33
23MAY2015:00:00:00,12,0.41,17,30
06JUN2015:00:00:00,24,0.59,25,41
21JUN2015:00:00:00,8,1.03,22,43
09MAY2015:00:00:00,13,1.26,18,37
23MAY2015:00:00:00,16,0.44,9,26
23MAY2015:00:00:00,22,0.43,15,22
24MAY2015:00:00:00,1,0.53,14,23
24MAY2015:00:00:00,6,0.38,7,24
07JUN2015:00:00:00,14,s/d,s/d,30
07JUN2015:00:00:00,18,s/d,27,s/d
07JUN2015:00:00:00,21,s/d,28,s/d
21JUN2015:00:00:00,16,0.73,15,54
22JUN2015:00:00:00,12,0.45,21,45
09MAY2015:00:00:00,16,1.03,16,37
10MAY2015:00:00:00,1,0.51,16,36
10MAY2015:00:00:00,5,0.48,13,35
24MAY2015:00:00:00,13,0.24,12,24
24MAY2015:00:00:00,14,0.26,13,24
08JUN2015:00:00:00,13,0.61,s/d,s/d
09JUN2015:00:00:00,5,0.3,5,s/d
09JUN2015:00:00:00,6,0.26,5,s/d
09JUN2015:00:00:00,7,0.25,7,s/d
09JUN2015:00:00:00,12,0.33,14,s/d
22JUN2015:00:00:00,13,0.45,20,43
22JUN2015:00:00:00,17,0.36,19,40
23JUN2015:00:00:00,12,0.7,27,32
11MAY2015:00:00:00,3,0.49,20,20
11MAY2015:00:00:00,7,0.53,17,23
11MAY2015:00:00:00,10,0.76,36,26
25MAY2015:00:00:00,13,0.51,13,42
26MAY2015:00:00:00,6,1.83,36,50
09JUN2015:00:00:00,22,0.71,21,16
09JUN2015:00:00:00,23,0.71,19,16
10JUN2015:00:00:00,4,0.54,12,20
23JUN2015:00:00:00,14,0.75,26,33
23JUN2015:00:00:00,22,0.43,26,30
23JUN2015:00:00:00,24,0.45,20,29
